SampleID	MJ006-1-barcode40-umi107332bins-ubs-4	MJ006-2-barcode50-umi50296bins-ubs-7	MJ006-1-barcode46-umi100611bins-ubs-4	MJ005-barcode65-umi8101bins-ubs-23	MJ006-1-barcode33-umi150609bins-ubs-3	MJ006-1-barcode45-umi127614bins-ubs-3	MJ006-2-barcode69-umi110711bins-ubs-4	MJ006-1-barcode31-umi239522bins-ubs-3	MJ006-2-barcode58-umi276347bins-ubs-3	MJ006-1-barcode38-umi103067bins-ubs-4	MJ006-1-barcode38-umi138790bins-ubs-3	MJ005-barcode33-umi46532bins-ubs-7	MJ006-2-barcode69-umi128054bins-ubs-4	MJ006-1-barcode40-umi115234bins-ubs-4	MJ006-2-barcode69-umi62539bins-ubs-7	MJ006-2-barcode67-umi38620bins-ubs-11	MJ006-2-barcode65-umi143013bins-ubs-3	MJ006-1-barcode29-umi118459bins-ubs-5	MJ006-2-barcode63-umi107469bins-ubs-4	MJ006-2-barcode65-umi48515bins-ubs-8	S-GCF-003481765.1-NZ-QULR01000098.1	MJ006-1-barcode39-umi131137bins-ubs-4	RS-GCF-003481015.1-NZ-QUKE01000021.1	MJ006-1-barcode48-umi160979bins-ubs-4	MJ006-2-barcode73-umi176140bins-ubs-3	MJ006-1-barcode25-umi48251bins-ubs-7	MJ006-2-barcode62-umi183899bins-ubs-3	MJ006-2-barcode62-umi107096bins-ubs-4	MJ006-2-barcode50-umi133669bins-ubs-5	MJ005-barcode57-umi51662bins-ubs-5	MJ005-barcode26-umi86829bins-ubs-4	MJ006-2-barcode50-umi146289bins-ubs-3	MJ006-1-barcode39-umi147435bins-ubs-4	MJ005-barcode81-umi85457bins-ubs-4	MJ006-2-barcode68-umi139471bins-ubs-3	MJ005-barcode26-umi62651bins-ubs-4	MJ005-barcode81-umi51374bins-ubs-6	MJ006-1-barcode25-umi113087bins-ubs-4	MJ005-barcode26-umi77756bins-ubs-3	MJ006-1-barcode26-umi116737bins-ubs-5	MJ006-2-barcode63-umi127743bins-ubs-5	MJ006-1-barcode29-umi101767bins-ubs-4	MJ006-2-barcode65-umi159981bins-ubs-3	MJ006-2-barcode65-umi157220bins-ubs-3	MJ006-2-barcode65-umi45055bins-ubs-8	MJ006-2-barcode60-umi100713bins-ubs-5	G000212375	CP002689	MJ006-2-barcode70-umi126108bins-ubs-4	RS-GCF-000174775.1-NZ-ACLR01000152.1	RS-GCF-902385375.1-NZ-CABMEW010000017.1	G000154525	MJ006-2-barcode71-umi65994bins-ubs-6	MJ006-1-barcode26-umi106267bins-ubs-4	MJ006-1-barcode34-umi121834bins-ubs-4	MJ010-1-barcode30-umi105810bins-ubs-5	GB-GCA-905197405.1-CAJJYN010000035.1	MJ005-barcode27-umi65786bins-ubs-4	MJ006-1-barcode34-umi45460bins-ubs-8	MJ010-1-barcode30-umi166121bins-ubs-3	MJ006-2-barcode52-umi105573bins-ubs-5	MJ005-barcode81-umi11184bins-ubs-16	RS-GCF-015286725.1-NZ-CP063911.1--3	MJ006-2-barcode69-umi105244bins-ubs-4	MJ010-2-barcode55-umi157615bins-ubs-3	RS-GCF-902399785.1-NZ-CABOGP010000217.1	GB-GCA-003477505.1-QUDN01000082.1	MJ006-1-barcode38-umi121690bins-ubs-4	GB-GCA-000509105.1-BAIF02000133.1	MJ006-1-barcode39-umi153479bins-ubs-3	MJ006-1-barcode38-umi118631bins-ubs-4	G003481355	G000177335	MJ006-1-barcode49-umi89662bins-ubs-7	RS-GCF-003473495.1-NZ-QUCI01000034.1	GB-GCA-014864425.1-WHBB01000019.1	MJ006-2-barcode68-umi182002bins-ubs-3	MJ007-1-barcode38-umi26862bins-ubs-6	MJ006-2-barcode53-umi133722bins-ubs-4	MJ006-2-barcode50-umi159672bins-ubs-3	MJ006-1-barcode29-umi136949bins-ubs-3	MJ006-1-barcode39-umi140274bins-ubs-3	MJ005-barcode33-umi69682bins-ubs-3	RS-GCF-009760995.1-NZ-WIOW01000080.1	GB-GCA-003434745.1-QVIB01000074.1	RS-GCF-002966755.1-NZ-CP020025.1--7	MJ005-barcode57-umi33464bins-ubs-8	FP929032	MJ006-1-barcode37-umi100863bins-ubs-4	MJ006-2-barcode70-umi178533bins-ubs-3	MJ006-1-barcode27-umi148860bins-ubs-3	MJ006-1-barcode33-umi104545bins-ubs-4	MJ006-1-barcode38-umi143167bins-ubs-3	GB-GCA-905212165.1-CAJMDO010000177.1	GB-GCA-016586755.1-BNFN01000001.1--7	MJ006-2-barcode52-umi114699bins-ubs-4	GB-GCA-008679315.1-NANK01000003.1	RS-GCF-000183445.1-NZ-AENT01000008.1	MJ006-1-barcode39-umi161269bins-ubs-3	RS-GCF-009495095.1-NZ-VZAR01000095.1	MJ006-2-barcode53-umi134820bins-ubs-4	MJ006-2-barcode50-umi102641bins-ubs-6	MJ006-2-barcode60-umi196268bins-ubs-3	MJ006-1-barcode43-umi42311bins-ubs-8	MJ006-2-barcode66-umi31583bins-ubs-10	MJ009-1-barcode40-umi104913bins-ubs-3	MJ030-1-barcode27-umi116353bins-ubs-3	RS-GCF-902497355.1-NZ-LR700178.1	MJ006-2-barcode73-umi105490bins-ubs-4	RS-GCF-000273215.1-NZ-JH724241.1	RS-GCF-016888565.1-NZ-JAFEKK010000002.1	GU938836	MJ006-1-barcode39-umi123867bins-ubs-4	MJ006-2-barcode52-umi145578bins-ubs-5	MJ005-barcode51-umi84725bins-ubs-3	MJ005-barcode41-umi85944bins-ubs-3	MJ006-1-barcode41-umi112991bins-ubs-4	MJ006-2-barcode58-umi100403bins-ubs-5	RS-GCF-003473415.1-NZ-QRNO01000114.1	GB-GCA-017851145.1-JAFIKU010000077.1	MJ006-1-barcode45-umi136843bins-ubs-3	MJ006-2-barcode62-umi121076bins-ubs-4	MJ006-2-barcode60-umi152122bins-ubs-3	MJ006-1-barcode37-umi103119bins-ubs-5	RS-GCF-900258545.1-NZ-LT984899.1--2	G900539925	AF542230	MJ006-1-barcode49-umi129075bins-ubs-3	MJ006-2-barcode67-umi55629bins-ubs-7	MJ006-1-barcode38-umi82781bins-ubs-5	RS-GCF-013293605.1-NZ-JAAKAK010000037.1	MJ006-1-barcode30-umi107525bins-ubs-5	MJ006-1-barcode38-umi137655bins-ubs-3	MJ006-1-barcode38-umi121737bins-ubs-4	MJ006-2-barcode59-umi114073bins-ubs-4	MJ006-1-barcode28-umi143227bins-ubs-3	MJ006-1-barcode26-umi108328bins-ubs-4	GU562446	G902387315	MJ006-2-barcode53-umi77499bins-ubs-7	GB-GCA-000268125.1-AKNH01000067.1	MJ006-2-barcode59-umi171842bins-ubs-3	MJ006-1-barcode48-umi169942bins-ubs-3	MJ006-1-barcode45-umi38159bins-ubs-10	AAVP02000040	MJ005-barcode33-umi81819bins-ubs-3	AY574991	G000153925	GB-GCA-000185545.1-GL622464.1	MJ009-1-barcode40-umi95011bins-ubs-3	MJ005-barcode34-umi178bins-ubs-210
Sample22	0.010478733	0.004129721	0.011729263	0.007109464	0.007357932	0.010795883	0.015566962	0.001064194	0.013712498	0.004861274	0.007380776	0.000364339	0	0	0	0	0	0	0	0	0	0.003605662	0.002209816	0.002223261	0.000976689	0.002572195	0.009202973	0.012216106	0.011279972	0.009492756	0.001530069	0.004006785	0.004292474	0	0	0	0	0	0	0	0.00426461	0.012660832	0.013201558	0.004527123	0.004910671	0.007005723	0.013039531	0.012141687	0.001421112	0.00544141	0.007667135	0.006971062	0.002686035	0.011899182	0.009379232	0.011609489	0.011898455	0.01036871	0.006085404	0.008459321	0.002221914	0.009333573	0.002483611	0.011537873	0.003817387	0.001954453	0.002748084	2.76E-05	0.009958368	0.010147651	0.007134567	0.002235733	0.001157672	0.000265038	0.002296494	0.012343089	0.00334657	0.004908543	0.001459595	0.003080887	0.007194023	0.008420608	0.003399435	0.000799898	0.005417886	0.003244963	0.00304199	0.013299207	0.008539041	0.007715729	0.005760697	0.005943161	0.007494412	0.009649258	0.009728459	0.002378874	0.006929223	0.005707812	0.01206143	0.008748512	0.007378015	0.00159883	0.008391307	0.001623898	0.004672105	0.001979121	0.009588902	0.002857689	0.005429337	0.012409861	0.002830869	0.007035802	0.005809143	0.000251114	0.010983918	0.000956653	0.006570955	0.007768378	0.00870705	0.009541212	0.00350917	0.000138259	0.010023544	0.007421694	0.011584679	0.011380599	0.011684555	0.006721142	0.004622528	0.010967293	0.006252825	0.00254165	0.011845939	0.01222815	0.006460871	0.001048844	0.005373455	0.011133272	0.012494368	0.00281918	0.000927941	0.012155972	0.00539533	0.001844505	0.013412862	0.000922276	0.008982654	0.001026754	0.005202242	0.011137108	0.005202242
Sample23	0.006478397	0.014903247	0.008355341	0.004799883	0.003289642	0.005238655	0.005567643	0.00102695	0.005523418	0.006938211	0.010801574	0.009815057	0	0	0	0	0	0	0	0	0	0.000827765	0.009546534	0.00726984	0.009738893	0.009362606	0.010000961	0.006451513	0.001747667	0.008358907	0.007727669	0.009244366	0.002115777	0	0	0	0	0	0	0	0.011073612	0.007208728	0.007876095	0.001948834	0.005902435	0.008922342	0.003374446	0.002518968	0.003908545	0.003007761	0.002676622	0.00529129	0.011306642	0.006315156	0.002340448	0.000958641	0.008670252	0.004767554	0.010235464	0.008213853	0.009916761	0.003386942	0.00862296	0.003946501	0.014034714	0.009510841	0.004849945	0.003356626	0.002377888	0.008651381	0.002723986	0.007414183	0.003295888	0.008244469	0.010149638	0.009689888	0.009475996	0.002337982	0.001100787	0.008705033	0.004587567	0.005384641	0.000387945	0.003232886	0.000419422	0.010949788	0.003031375	0.006941336	0.000485467	0.008305227	0.004023133	0.011183103	0.011061036	0.00405132	0.011220985	0.01240661	0.01028011	0.01052242	0.00310127	0.00718252	0.000837636	0.001182152	0.012440673	0.004068117	0.00931823	0.010046581	0.01068622	0.012424926	0.003007709	0.000502548	0.00512117	0.001620085	0.000279302	0.004488923	0.00976104	0.007051477	0.003895482	0.008149479	0.002889662	0.000179113	0.009519612	0.007768386	0.009494071	0.000484952	0.010425877	0.007715867	0.007016787	0.007779233	0.010766053	0.00730998	0.007235426	0.012338378	0.009424669	0.005508532	0.008810251	0.004847657	0.002850521	0.00743347	0.011560011	0.011571935	0.004258247	0.00657194	0.002635812	0.001891253	0.012219298	0.008089286	0.010018546	0.00890619	0.007387468	0.000664421	0.007387468
Sample24	0.007068065	0.010487703	0.010530371	0.005799168	0.014636019	0.002601106	0.007776715	0.010737897	0.010835064	0.010081314	0.0042786	0.002427803	0	0	0	0	0	0	0	0	0	0.010090844	0.007896729	0.009061649	0.010855684	0.010397912	0.012445724	0.006941368	0.006326937	0.005205195	0.001990588	0.007416341	0.003587833	0	0	0	0	0	0	0	0.001095281	0.00785981	0.011410258	0.011435408	0.008535878	0.00273585	0.011177433	0.011476577	0.002547034	0.009551055	0.003710967	0.010395702	0.012916107	0.000388893	0.011622576	0.008064237	0.012607136	0.006022748	0.010975268	0.000808121	0.004342494	0.00086799	0.012632528	0.012697619	0.013250512	0.014578097	0.0013227	0.004994214	0.000920035	0.002730167	0.002970718	0.006075821	0.003478385	0.001307856	0.002169325	0.001907496	0.012603175	0.009834266	0.012534332	0.005695467	0.003605396	0.010339399	0.004225602	0.003877578	0.00301139	0.001679587	0.003321679	0.004602059	0.008729493	0.000810332	0.002726461	0.010478378	0.001902915	0.004437899	0.01119896	0.002006574	0.001071598	0.006275679	0.003916902	0.007297198	0.010410786	0.001776331	0.007521146	0.006547289	0.001866091	0.008081954	0.003544158	0.006318372	0.001065581	0.005952478	0.003969278	0.010651384	0.000737982	0.005421752	0.005937549	0.009390193	0.007438105	0.008641655	0.01006425	0.011167151	0.004065278	0.006968406	0.01088098	0.012815254	0.011520949	0.0048112	0.002527774	0.006338554	0.009605652	0.006379696	0.006258101	0.010856661	0.004680859	0.011135959	0.005268887	0.004251236	0.005880023	0.009875123	0.001631963	0.002543998	0.012323	0.002272947	0.007353137	0.001928965	0.006341558	0.008350664	0.002976688	0.007158016	0.004820344	0.008569836	0.004820344
Sample25	0.00230261	0.009307994	0.003020781	0.004543196	0.003566001	0.002981118	0.013462983	0.004658381	0.015116491	0.015814377	0.00931424	0.002331593	0	0	0	0	0	0	0	0	0	0.00299605	0.002964843	0.011876244	0.003392318	0.003576811	8.88E-06	0.01183001	0.010769195	0.008523684	0.010194059	0.002065924	0.006227364	0	0	0	0	0	0	0	0.003235761	0.01234314	0.006359778	0.006335733	0.010334142	0.002099126	0.006620603	0.005842323	0.008110383	0.013581254	0.010454705	0.005405906	0.011244182	0.00231946	0.000413918	0.002777894	0.004625262	0.006937395	0.008357922	0.01237264	0.006927521	0.006810964	0.000682665	0.000569223	0.008986507	0.007144378	0.013682599	0.002183196	0.000339297	0.006101208	0.003226684	0.000674124	0.009845308	0.001516244	0.008265398	0.003818697	0.002357337	0.005159784	0.010889455	0.005327479	0.010200905	0.001705015	0.010499849	0.003219276	0.009203919	0.007687423	0.012624534	0.005262653	0.000899004	0.000260271	0.011234745	0.007129722	0.010533445	0.003185202	0.004688744	0.000409029	0.01306405	0.009074497	0.012679704	0.00360737	0.008308117	0.009218958	0.004314632	0.011523484	0.012869333	0.01202276	0.010041898	0.003769986	0.003826391	0.013089431	0.000139738	0.00972916	0.009595953	0.008460647	0.01345287	0.004237588	0.004619287	0.00107257	0.006016415	0.003546935	0.004665686	0.011339547	0.012710675	0.002523604	0.005061377	0.012617548	0.000839808	0.001254927	0.002211884	0.008087314	0.002044506	0.013153509	0.006069628	0.006814257	0.003351416	0.006399061	0.008993595	0.010206442	0.010243005	0.007851959	0.012287775	0.011106336	0	0.002040991	9.35E-05	0.002886577	0.00901547	0.005587049	0.0054676	0.012019115	0.0054676
Sample26	0.013871796	0.014082645	0.004861806	0.01070409	0.004207455	0.002952446	0.002859859	0.005299067	0.006659817	0.012870964	0.00185705	0.011383614	0	0	0	0	0	0	0	0	0	0.011648251	0.004439769	0.009461487	0.008501931	0.012024412	0.010597136	0.00731368	0.00848088	0.011596277	0.005156946	0.004218231	0.000139548	0	0	0	0	0	0	0	0.002771272	0.000867852	0.007678227	0.009537213	0.000418777	0.008502657	0.006870767	0.001332934	0.00222692	0.007331352	0.003825353	0.01211168	0.010568212	0.012695781	0.003351804	0.01251709	0.005566321	0.004485736	0.000649906	0.000681088	0.008932408	0.005910899	0.002923917	0.009510076	0.003916639	0.008947211	0.005563954	0.010630325	0.010593459	0.006161588	0.004528336	0.004679883	0.010400077	0.004236106	0.002698516	0.001093148	0.006024025	0.00622331	0.01085436	0.002855726	0.004917795	0.010434815	0.010631246	0.004964519	0.005926324	0.003914782	0.012037319	0.001531441	0.012052738	0.008827275	0.006861477	0.00042156	0.006138945	0.005263169	0.002080995	0.008472865	0.012535513	0.007256673	0.009225959	0.000883551	0.005391201	0.001501943	0.007909903	0.012113828	0.008542157	0.000991366	0.004577994	0.007107904	0.005204563	0.010760588	0.010515687	0.00789745	0.004820555	0.003295855	0.001366614	0.004580982	0.005333187	0.00872345	0.008495457	0.000904948	0.005101965	0.002346382	0.002024122	0.010678728	0.000541037	0.005410768	0.002171155	0.011350301	0.00719022	0.002986637	0.006485278	0.009441948	0.012367285	0.002845494	0.01143874	0.012059898	0.011829059	0.008201861	0.008129658	0.0052046	0.009711872	0.006857887	0.008744299	0.002204543	0.009442079	0.010642191	0.001890184	0.010751368	0.00697409	0.010902858	0.00697409
Sample27	0.007069692	0.006213051	0.014999239	0.004117047	0.013837925	0.007933834	0.008426807	0.005056265	0.009393034	0.005330707	0.000643685	0.004458471	0	0	0	0	0	0	0	0	0	0.00546674	0.010699539	0.003632477	0.013527545	0.000352002	0.008243963	0.009008589	0.009398429	0.001644446	0.012819943	0.002474892	0.008506564	0	0	0	0	0	0	0	0.010344184	0.01226584	0.00114915	0.005369643	0.001369315	0.000226647	0.009038814	0.00822922	0.002226776	0.00319379	0.000323838	0.011405047	0.013313886	0.001850323	0.003161859	0.011862129	0.012655127	0.005731943	0.000691483	0.000538077	0.007839927	0.005366791	0.000391381	0.009560395	0.000185266	0.012906225	0.005022901	0.000549908	0.008036657	0.005432211	0.013301726	0.007433537	0.003759658	0.009690653	0.003708473	0.012351604	0.005118553	0.007510986	0.000690808	0.005820647	0.011369755	0.011004842	0.003064102	0.00308815	0.011164065	0.012708872	0.001302592	0.006147622	0.004609491	0.011893258	0.001140917	0.002883896	0.010278418	0.000700654	0.006727837	0.006039006	0.004567787	0.005389701	0.007238778	0.002204214	0.007813236	0.011001885	0.010383496	0.002102211	0.002038688	0.003663155	0.004932137	0.005579341	0.009284394	0.000774232	0.000473615	0.005353342	0.009522979	0.00264225	0.008762696	0.003549149	0.012103584	0.012234768	0.004060825	0.003141623	0.005618249	0.003285566	0.009184496	0.011283715	0.009194171	0.011260299	0.005422755	0.002135228	0.010080116	0.004923938	0.009169292	0.003696889	0.001109564	0.013558272	0.00213365	0.013501438	0.013349255	0.010843239	0.009007455	0.007892614	0.011830603	0.003953629	0.006388339	0.002340624	0.005616698	0.005839295	0.004511557	0.007707182	0.01161851	0.002752797	0.01161851
Sample28	0.014835085	0.010939975	0.013070308	0.008830099	0.012375629	0.000257198	0.01299263	0.000637246	0.014128289	0.015748428	0.004668623	0.003339023	0	0	0	0	0	0	0	0	0	0.008949896	0.007861833	0.00797969	0.00902992	0.007612015	0.005676505	0.003650464	0.010168349	0.002993589	0.009159864	0.003086999	0.008273133	0	0	0	0	0	0	0	0.009712838	0.004515654	0.006330941	0.012288833	0.004391991	0.006156418	0.000181019	0.001079553	0.003421173	0.000368486	0.00835311	0.00564126	0.007251974	0.002310586	0.003915188	0.008782413	0.012770977	0.000667015	0.011779805	0.007632152	0.007460669	0.006618697	0.000918085	0.001426887	0.009540096	0.005413068	0.014562573	0.005379202	0.001895617	0.009455747	0.003881073	0.006951984	0.009232344	0.011910515	0.010480708	0.008948273	0.008991563	0.012514605	0.00391376	1.47E-05	0.003597965	0.002882708	0.008756087	0.008384019	0.007851508	0.000214901	0.009641751	0.004280315	0.008798706	0.007363545	0.004534338	0.001780447	0.001249164	0.011001007	0.012150421	0.008596711	0.001368436	0.005318829	0.009643882	0.010317048	0.001564035	4.06E-07	0.00942159	0.004717776	0.003366794	0.000170634	0.007148174	0.011260744	0.012669489	0.007484819	0.006806335	0.001125298	0.0072616	0.005027132	0.008032414	0.005142859	0.003179163	0.001256393	0.004166378	0.001278613	0.002340351	0.01306248	0.0058755	0.007036676	0.011557993	0.0131714	0.007709326	0.010749047	0.004325437	0.004045	0.00532778	0.008897287	0.009025412	0.004170625	0.00176237	0.008366617	0.001697754	0.007653469	0.009173991	0.009269106	0.009968453	0.01154795	0.006614469	0.011028236	0.00819167	0.002469251	0.000339875	0.003764489	0.005861346	0.008164326	0.005861346
Sample29	0.013286216	0.003067633	0.001962543	0.015060724	0.001688908	0.007479577	0.009153293	0.008462543	0.001344819	0.000891421	0.001648874	0.009153667	0	0	0	0	0	0	0	0	0	0.007993447	0.011696798	0.010550339	0.007596044	0.009512106	0.004752296	0.008349426	0.006072633	0.00247417	0.009141071	0.00724869	0.004671522	0	0	0	0	0	0	0	0.008801405	0.005157607	0.009851208	0.005916344	0.00537049	0.012176096	0.003268033	0.001568986	0.007614449	0.012626702	0.004921857	0.000808111	0.004419901	0.00659043	0.002109262	0.008572654	0.012997008	0.005884506	0.00462081	0.005219703	0.001499932	0.01150581	0.005403654	0.006053715	0.010312008	0.006909686	0.01013292	0.000800419	0.010599825	0.012251311	0.008451029	0.012434487	0.001972607	0.006218979	0.00783933	0.007577891	0.005229572	0.004403998	0.001652051	0.005102965	0.002118873	0.009566086	0.0027203	0.000762891	0.007195301	0.007753656	0.011357823	0.00751595	0.004500346	0.010460294	0.007037849	0.001032731	0.007370954	0.011828145	0.005162497	0.003860036	0.00186888	0.001972779	0.005637422	0.007759519	0.001050123	0.012239126	0.009836616	0.007641554	0.010791512	0.001044539	0.006211458	0.008207798	0.010794303	0.01020573	0.003609194	0.012256211	0.001619769	0.011399775	0.012647784	0.002307659	0.009405868	0.000524772	0.00528117	0.006725274	0.007563674	0.012191823	0.008756956	0.006269283	0.010547091	0.01238195	0.000287441	0.012798642	0.001121985	0.010608467	0.003651732	0.001721815	0.005729703	0.008388388	0.004962403	0.000710787	0.007808776	0.011754999	0.004991888	0.002818021	0.005765157	0.000629988	0	0.010980214	0.007659486	0.004599633	0.010418239	0.007225534	0.010758863	0.008225588	0.010758863
Sample30	0.013037129	0	0	0	0	0	0.003664592	0.010398563	0.009500345	0.003072087	0.000990361	0.010044691	0	0	0	0	0	0	0	0	0	0.00535602	0.000708447	0.00550957	0.007087317	0.006693785	0.005301686	0.011622457	0.002012823	0.007004066	0.000859294	0.00098553	0.007948231	0	0	0	0	0	0	0	0.002566145	0.007496769	0.008941387	0.000631369	0.013102008	0.011664268	0.00410818	0.001069073	0.002352992	0.001758222	0.001707521	0.00718225	0.003405068	0.004960353	0.013704975	0.009477978	0.013143695	0.001974455	0.005292757	0.007683218	0.001063124	5.80E-05	0.009285736	0.010667294	0.006827472	0.008138078	0.006904827	0.000332478	0.004645007	0.002452648	0.001363207	0.013250893	0.008301329	0.010092129	0.004367892	0.005445217	0.003281475	0.001343006	0.002479647	0.011045832	0.009384232	0.007575145	0.006580151	0.012776018	0.001007403	0.003886414	0.004846754	0.010836855	0.013746654	0.003333366	0.012109444	0.011504399	0.003111579	0.005530888	0.005674104	0.013548678	0.002505412	0.011068601	0.004628679	0.010122795	0.005817291	0.008010473	0.011531947	0.011137958	0.012000246	0.00082572	0.009585128	0.001938871	0.005759224	0.00759813	0.005578074	0.007196793	0.013802217	0.001872804	0.009355289	0.005484744	0.001842229	0.002198556	0.013147745	0.01218277	0.01256283	0.013733055	0.002885237	0.004922952	0.009268904	0.006700824	0.005794833	0.004955804	0.008224057	0.007972158	0.002236244	0.006533752	0.007665766	0.007898662	0.002910054	0.010280703	0.000349016	0.004914538	0.010806202	0.007810103	0.003617186	0.009625329	0.007858551	0.010764184	0.010180341	0.008450196	0.006761421	0.001844616	0.003619548	0.005804666	0.003619548
Sample31	0.009007885	0	0	0	0	0	0.011041674	0.000359929	0.008790369	0.014151013	0.002621493	0.00708922	0	0	0	0	0	0	0	0	0	0.007228726	0.011156014	0.007477085	0.010147738	0.005381908	0.009392431	0.011436374	0.007166172	0.002264439	0.003366846	0.002488139	0.003092027	0	0	0	0	0	0	0	0.002152264	0.006489221	0.002680407	0.003548301	0.00501415	0.010169094	0.000173631	0.008133846	0.008378067	0.010003627	0.011683272	0.000252238	0.00192623	0.01109981	0.005743211	0.007071825	0.0083048	0.008505703	0.011670589	0.01248737	0.00902039	0.003597612	0.011019409	0.000739825	0.003473306	0.013488332	0.003850737	0.002763783	0.001730099	0.010760873	0.00626352	0.008453429	0.002994445	0.009494896	0.00951951	0.003915472	0.005144038	0.002626492	0.012231993	0.008086547	0.011705704	0.00380008	0.009793637	0.009592824	0.008663388	0.012095188	0.004929509	0.00163731	0.008413543	0.009135028	0.007202967	0.002590514	0.006318603	0.003910358	0.005354266	0.008081737	0.009334247	0.002908749	0.005076935	0.003371405	0.002487976	0.009812379	0.011388917	0.004637373	0.009410204	0.011235386	0.010598197	0.002289844	0.011978111	0.004718091	0.004249186	0.000781989	0.006089607	0.001365459	0.003113105	0.00396989	0.010131019	0.010966003	0.003788566	0.010755692	0.010737315	0.009577697	0.001837441	0.008646694	0.011836975	0.008549215	0.004153693	0.006270046	0.008088081	0.006395191	0.00150248	0.003908783	0.010050476	0.010789761	0.001719763	0.011929197	0.004118694	0.008295864	0.009417046	0.010170098	0.011846064	0.003919499	0.010753291	0.01012746	0.008831046	0.009293701	0.008488877	0.003160388	0.010935372	0.00211505	0.010935372
Sample32	0.000862349	0	0	0	0	0	0.013448455	0.008825459	0.003041921	0.011582452	0.008217769	0.009716243	0	0	0	0	0	0	0	0	0	0.011781001	0.00971887	0.00150854	0.005463602	0.011876141	0.000632364	0.012881512	0.009099739	0.008459472	0.00362508	0.003333429	0.012622139	0	0	0	0	0	0	0	0.00494586	0.004785831	0.004610301	0.006974491	0.005904235	0.01178951	0.006773205	0.006803178	0.001853968	0.013167206	0.003349254	0.000982966	0.008885145	0.007976999	0.005562317	0.00565673	0.010518656	0.00262225	0.01099014	0.008692219	0.005613554	0.006136883	0.00343868	0.012092618	0.008246084	0.005158752	0.009583392	0.013341318	0.005831849	0.012335856	0.004622698	0.000733335	0.002736532	0.005609874	0.002942772	3.04E-06	0.012259621	0.011306693	0.00994558	0.002248459	0.001612688	0.0009058	0.009700884	0.012444606	0.005768521	0.001596303	0.00686528	0.004673814	0.005022081	0.00832488	0.009629723	0.001481919	0.000476855	0.013322505	0.003118204	0.000721247	0.002544039	0.000521976	0.005249667	0.010750956	0.004572154	0.005951378	0.009051829	0.006818402	0.011542054	0.011603553	0.000132788	0.01042463	0.006173125	0.013248951	0.006474571	0.013222896	0.010110075	0.003330925	0.007213669	0.0132931	0.011489598	0.001304567	0.009464304	0.004630238	9.36E-05	0.005406028	0.00314535	0.010971596	0.004519714	0.011087552	8.01E-06	0.004124306	0.003231245	0.003129445	0.000913596	0.002507179	0.007443514	0.003903793	0.005592452	0.00504944	0.011735786	0.012129622	0.006604869	0.004423585	0.001430966	0.01277414	0.000806949	0.010061572	0.003993631	0.004292887	0.002201192	0.010493165	0.001641284	0.008506778	0.001641284
Sample33	0.001941026	0	0	0	0	0	0.001220237	0.01497464	0.003870597	0.013473132	0.002645742	0.013383758	0	0	0	0	0	0	0	0	0	0.003774145	0.004924606	0.005137062	0.007112299	0.002088149	0.009028198	0.002188544	0.004052861	0.006574063	0.010402109	0.00965802	0.008431161	0	0	0	0	0	0	0	0.012481496	0.012455154	0.004601654	0.00056292	0.002339114	0.005122657	0.012378711	0.001844165	0.009972087	0.001419475	0.012815957	0.004984196	0.010125142	0.004474495	0.008197824	0.002507873	0.001907144	0.012251818	0.011985159	0.011591007	0.008168628	0.010556586	0.000901674	0.005247114	0.004916636	0.009962403	0.005578889	0.001939609	0.007790305	0.010636462	0.004990818	0.001727528	0.002568895	0.003101709	0.003916887	0.008395384	0.007848797	0.009091323	0.004734547	0.010762025	0.002665537	0.006126022	0.010460858	0.002353006	0.001434894	0.011541573	0.004478917	0.008931855	0.000331072	0.009012528	0.004128519	0.000728017	0.00796461	0.003145078	0.005051991	0.001052446	0.001922062	0.003891805	0.001172326	0.011896071	7.90E-05	0.006319576	0.001609704	0.004018519	0.012095029	0.002111852	0.012614491	0.002687828	0.009685407	0.007140013	0.011551953	0.007235566	0.006981743	0.002552827	0.00217108	0.011970033	0.004281812	0.004859672	0.009923864	0.004425288	0.012434647	0.009637888	0.007802872	0.011505149	0.00064789	0.003357431	0.006073722	0.002964509	0.009715957	0.012005543	0.005534754	0.004468507	0.012558571	0.005810105	0.006387337	0.00459281	0.011879382	0.007430984	0.009954569	0.010602802	0.004464804	0.005664372	0.011081675	0.009899775	0.010369386	0.012290062	0.008139593	0.009686206	0.010515172	0.011036849	0.010515172
